text,label
"While the movie has its flaws, it brings to light some of the problems that come with living in a country that has no democracy. It makes you empathize with the people under such a government and makes you want to learn more about their lives, their struggles and a potential leader Aung San Suu Kyi. It makes one wonder why our government will interfere places we are not wanted yet ignore those who ask our help.",1
"Remember those terrible war movies your grandmother forced you to watch 25 or so years ago on your old VHS recorder? ""The Fallen"" is just a bad executed remake of those movies! The story is terrible, the direction is terrible, the editing is terrible, the music is terrible, and all together make an unbearable nightmare.<br /><br />It is also terribly slow! Very slow! I tried to sleep while watching it but I couldn't do it because I had nightmares of it.<br /><br />Please don't watch this movie! It is THAT bad! Ten lines is a lot so I don't know what else to say.<br /><br />Press the eject button NOW and you wont regret it!",0
"This movie is ridiculous! That's exactly what I like about this piece of ""Guilty Pleasure"". It is easy to condemn this movie for not including Pat Priest and Butch Patrick, the original Marilyn and Eddie. But look at the year and do the math. Pat Priest and Butch Patrick had long outgrown their parts! Time does that to young stars. Yvonne De Carlo, who re-prised her role as Lili, was pushing the Big 6-0 (even though she still looked good and was still the perfect ""Lili"").<br /><br />It's a shame that Yvonne De Carlo wasn't given a larger part. Still, it was good to see Fred Gwynne and Al Lewis in the roles that made them so famous! During the 2 seasons that THE MUNSTERS was on prime time, it was the Gwynne/Lewis chemistry that made the series such a success. The rest of the cast were supporting cast members, not to say that they weren't needed. They were! The TV series wouldn't had survived as long as it did without them. Given the choice between Butch Patrick or Happy Derman (the original ""Eddie""), the choice was too easy. Yvonne De Carlo was also the better choice over Joan Marshall.<br /><br />Though this movie doesn't measure up to the original TV series, it still measures up nicely and is one of the better ""reunuin"" TV specials that plagued the boob-tube during the late 1970s/early 1980s.<br /><br />'",1
"The theatrics and the drama included in the movie is fantastic, but the facts and the research is far from solid. When quoting Dr. Bovon, where the documentary tries to establish a connection to Mary Magdalene from Mariamene, Dr. Bovon later clarifies it should be used for literary purposes (ie: fables of that time) not for a historical figure. In fact he states, he does NOT believe the Mariamene ossuary in Talpiot is Mary Magdalene. He further comments on his public letter, that he was not informed that his words would be used for this documentary but rather for information regarding Acts of Philip (a literary work in the 4th century).<br /><br />So what we have here is a director that took one clip for a 4th century Acts of Philip fantasy and used it specifically to support a 1st century ossuary inscription. A very sad stretch and Dr. Bovon calls the Jesus/Mary Magdalene connection as ""science fiction"" -- as this documentary should be rightly labeled.",0
"A rather disappointing film. The club scenes were ok, but over done. The plot was thin and boring. It's only redeeming features were some of the characters. The Chemist and The DJ were pretty fun characters. Tim Curry's character was just bizarre and stupid.",0
"The plot of ""In the Mood for Love"" is simple enough: A married man and a married woman (though not to eachother) slowly develop a romantic attachment to one another. The film's pace is numbingly slow and precious little actually happens between the two. Yet the backdrop of Hong Kong in the early 1960s and director Wong Kar-Wai's keen sense for capturing the beauty of the setting as well as the principal characters make this film a joy to watch. Actors Tony Leung and Maggie Cheung are both excellent and Wong Kar-Wai has done an extraordinary job in capturing the feel and nostalgia of the past (something so many films and directors try to do but usually fail miserably). There are so many little details that add charm to the film (a trademark of the director) and the colors and cinematography are what send this otherwise simple story over the top as a marvelous cinematic achievement. 9/10.",1
"I have seen over 1000 movies and this one stands out as one of the worst movies that I have ever seen. It is a shame that they had to associate this garbage to The Angels 1963 song ""My Boyfriend's Back."" If you have to make a choice between watching this movie and painful dental work, I would suggest the dental work.",0
"I wrote this as a two part review. Part two has spoilers.<br /><br />Part 1: <br /><br />No, this isn't that one about the sex with car accidents. This is the one about racism in L.A. You know, the one where everybody is a racist, and race is the topic on everybody's mind at all times. Race.<br /><br />Its like the movie has a form of turrets syndrome where race is the constant theme. Race. Racist. Racism. Race Relations. Relay race.<br /><br />Paul Haggis made a movie which took the structure of Magnolia, which was used to show the disconnect of people who are tangentially connected, and then screwed it into a 1'53"" mental vomit about racism in America. RACE. In the 24 hour period we have 7 stories running parallel all connected and about race. The first hour, people say ridiculous stuff and do absurd things in an effort to be real about racism in America.<br /><br />For example, the story with Ludicrous and Larenz Tate provides the comic relief. Too bad, the first half of their story is lifted straight from The Bonnie Situation in Pulp Fiction. RACISM. Their section is the Quentin Tarantino section where, instead of being cool and talking about foot massages and religion, the characters talk about race and racism. CONSTANTLY. <br /><br />The other good thing about it is the Mexican story when the Mexican guy is talking to his daughter. He gives her his invisible impenetrable cloak to protect her from bullets. Decent writing, but that's only because the writers have had daughters and know what they would say in his place.<br /><br />The rest of the stories are extremely ludicrous. The Hindi does not act in any semblance of realism. The scene where he's trying to get the lock fixed and the Mexican tells him he needs a new door is abbreviated and stupid. Why would anybody act like that? Is it realistic? NOOO. It reminds me more of the convenience store clerk from The Doom Generation. ""Six Dollar Sixty Six Cents girly."" If i ever watch the second half of the movie, I hope his head is shot off and his bodiless head starts coughing up relish.<br /><br />I haven't mentioned race in over a paragraph. RACE. RACISM. RACE FOR THE SUN. Better. Then, there is the black guy who wants to be white, Matt Dillon who has a chip on his shoulder against blacks, Ryan Phillippe who looks beautiful and does nothing, and various other bad actors acting badly with bad dialog. When Matt Dillon molests the black producers wife, could I help it if I was cracking up? When Philippe is second guessing his writing up of his partner for racism, can I help but crack up? The movie is so funny when it is being racist. Racist. RACIST I tell you.<br /><br />Now, mind you, this movie was nominated for Best Picture, Best Director, Best Screenplay, and Best Editing, besides a nod to Matt Dillon who actually did attempt to do a decent job. Who was paid off for that one, I have no clue.<br /><br />Don't see it unless you feel like being preached at about the racism in society through a bad and unrealistic script from 2 white men over fifty who have no semblance of reality or interaction with real society in any way shape or form.<br /><br />D- <br /><br />Part 2:<br /><br />The second half of Crash takes any and all story lines in the first half...and spews them back out in a sort of redemptive, conclusionary, the world is a big coincidence kind of way. And it is in fact one of the worst ways to do it.<br /><br />Take 1999's Magnolia. People weren't conveniently tied together over and over again. They were just connected in a strange way that happens more often than you think. You know somebody who knows somebody who did something that you knew somebody else was also involved in. Crash takes this wrapping into a serious extreme.<br /><br />The stories are lined up so everybody meets again. Are there only 5 on the LAPD force? Aren't these people working weird shifts? Dillon and Philippe were a late shift then an early one the next day? And, why did Tate have to be the murdered hitchhiker? Wouldn't it have had more emotional tension, as well as realism, if it had been somebody we had not been following all day long? Like Phillippe just picks up a random hitchhiker and then freaks out. Everybody'd be freaking out.<br /><br />Eventually, in the second half, the touching invisible cloak scene is used to get the Hindi to shoot the daughter. It ticked me off and made me feel dirty. Not that the Hindi shot the daughter, but that they created a beautiful touching scene and then had it be the direct cause of people tearing up. It really ticked me off. At the writers, not the scene.<br /><br />The whole movie is fake and totally uncalled for. The coincidences are far too many and they require an extreme suspension of disbelief. Unlike Magnolia which was connected mildly, this had connections upon connections upon connections which were just so over-the-top. The only good part in the second half was when Sandra Bullock falls down the stairs. She doesn't die though. She should have. I cheered when she fell.<br /><br />The worst part about the movie is it pulls a Magnolia. Not just in structure, but it has a montage over the song In the Deep where you see everybody being depressed. Magnolia took this and had post-modern commentary on it by having all of the characters singing along to Aimee Mann's Wise Up. Unfortunately, Magnolia came out in 1999, while Crash came out in 2005. Its hard to make commentary on a movie which won't be made for another 6 years, but it happened. Somehow.<br /><br />Utter waste of my time.<br /><br />First half: D-; Second half: lowest grade ever; Overall: F---",0
"This is the magnum opus from the Swedish king of crap, Mats-Helge Olsson. Seldom has a movie of this magnitude been made in Sweden and it truly stands out as one of the most amazing achievements in Swedish film to date. Who pays for these things? <br /><br />The Russian nuclear scientist Markov wants to defect to Sweden. But his plans are ruined by the Russian military who kidnap him and tell him that he has arrived in Sweden. This trickery is their way of seeing to that Markov continues his work in nuclear physics that will revolutionize the energy supply for the whole planet. The CIA however is bent on getting Markov to the west and send their ninja to liberate him.<br /><br />The practice of having Swedish actors speaking English is something that Mats-Helge has perfected in his later works. The cheap b-movie feeling this creates is probably unmatched for performance. But besides this? Well the action is standard direct-to-video style. Machine guns firing huge clouds of smoke. Thousands of Russians dying. People running around in black ninja suits, trying to hide in the snow.<br /><br />What really stands out though is the insanely poor way the fighting scenes are choreographed. When they say ""Ninja"" in the title i expect martial arts, i expect close combat. But there are maybe two or three scenes of actual martial arts in this movie. And they are hilarious. It's so bad i lack the words to describe it. If the ninjas moved any slower their hearts would stop. And of course the whole movie ends in a bang that indicates a special-effects budget consisting of four food-stamps and a McDonald's voucher.<br /><br />So what's the verdict? Instant classic of course. Never before has a movie been made that is so obviously meant to be consumed along with huge amounts of alcohol. It's the ultimate party movie. Insert into video and laugh. One just has to realize that movies like these are not made any more. This is film history.<br /><br />Therefore the rating is 8/10 for entertainment, 1/10 for quality and 10/10 for accents.",1
"I saw this movie as a teenager and immediately identified with Reese Witherspoon's portrayal of Dani Trant, a 14-year-old tomboy in rural Louisiana circa 1957. She feels that she will never be as beautiful as her older sister, Maureen (a now rarely seen Emily Warfield), and feeling out of place in terms of her conservative Baptist upbringing. Then seventeen year old Court Foster (Jason London), the son of her mother's close friend (Gail Strickland) moves in next door, Dani experiences her first crush, while Court enjoys her company, and willful spirit. Dani succeeds in getting her first kiss from him, but as soon as he sees Maureen, he falls head over heels for her, leaving Dani behind. The sisters' close bond is fractured severely by the rivalry that erupts, which only deepens when Court dies in a tragic accident. The girls then are made to realize how much they need each other.<br /><br />Sam Waterson and Tess Harper are just perfect as the loving parents, trying to balance their daughters' individuality, at the same time trying to keep the family together. The beautiful cinematography, and the wonderful soundtrack featuring Elvis Presley, The Platters and many more contribute wonderfully to the film's atmosphere of a simpler time.<br /><br />A touching coming-of-age film with a timeless message.",1
"Mario is invited to Princess Peach's castle for cake. When Mario gets there, he finds out that Bowser has kidnapped her! Mario must save the day again. Unlike the 2-D games, Mario can explore anything he wants to. He can just roam around, climb trees trying to look for 1-Ups, find secrets in levels, and more. You can spend four hours in one level. No time limits. There are 16 worlds, with a number of stages, and there are star doors, which you need a certain number of stars to get into. Once you get in these star doors, you must go through a stage and fight Bowser at the end of the stage. To get to certain worlds, you need a number of stars to get in. You enter the world by going through a painting. There is so much stuff to do and so many hours of gameplay, I don't see how anyone could dislike this game. It's great. This launch title is the game that insured gamers that the N64 would have a good life. Every 3D plat-form game we know of has something in common with SM64. Banjo Kazooie and Banjo Tooie are examples that are commonly used. Super Mario 64 is one of the greatest games in the history of 3D games. 10 out of 10. If you have an N64, buy this game. It's hard to find used, because no one's selling this baby for 5 bucks at the pawn shop. A perfect 10.",1
"Yet ANOTHER movie about a group of less-than-intelligent individuals on a road trip who wander off their original travel route for either a short-cut or, in this case, to visit a run-down side show attraction. The results, as expected, are not at all good, as this particular side show is home to a bunch of lunatic, in-bred residents who were escaped prison inmates from years before. The father, who is apparently a professionally photographer, just HAS to stop and take pictures of the place, only to find that it still inhabited. The various members of the family wander off to view the various attractions, only to be scared away. Thinking they made it safely on their way, the van tire explodes (surprise!), leaving them to seek refuge and accommodations in the small town, which we find out is inhabited solely by the freaks (surprise!).<br /><br />This film plays out as expected, with the family being stalked and killed by the freaks. There is some fighting back on the families part, but these are probably among the worst scenes in the film, as they are badly executed. There is nothing remotely original here, unless you count the totally inappropriate soundtrack that is played during particular scenes that completely ruins the atmosphere and mood of the film. The acting is about as bad as I have seen in quite some time by everyone involved (it is pretty bad when your cast is out-acted by the cast of ""Camp Blood). The special effects are lousy and the ending made me want to punch my television.<br /><br />Still, though, despite all the negatives, I somewhat enjoyed this film. It definitely has a ""so bad it's good"" vibe to it. I made it through the entire movie and was even pleasantly entertained once I got past the ridiculously clichéd plot, terrible acting, and cheesy special effects. Though the ending left me feeling cheated and angry, particularly because the film is not that great to begin with and the ending makes the entire film pointless.<br /><br />Bottom line, I can list countless films that if you have seen them, you have seen this. The difference is most of those film are better. Though not a complete waste, this film is pretty bad and not remotely scary.<br /><br />My Grade: D",0
"Bradford Dillman plays a scientist who wakes up one morning in the middle of a bloody crime scene; having partial amnesia (or ""global amnesia"", which one character claims to define as elective loss of memory), the scientist finds a private detective in the phone book in the hopes of piecing his life back together. Abhorrent concoction very loosely based on Walter Ericson's book ""Fallen Angel"" (filmed in 1965 as ""Mirage"" with Gregory Peck). It was probably too racy for television--what with drugs and hippies added to the mix--that NBC initially refused to air it, which is how this low-budgeter wound up in theaters. Director James Goldstone gets freaky with the hyperkinetic visuals and camera-tricks, while editor Edward A. Biery goes wild with the zig-zag cuts. Unfortunately, their admittedly-colorful gimmicks cannot cover up the weaknesses of this updated plot, and the acting is woefully overripe. Dillman, under pressure to recall the events of the night in question, goes through an Actor's Seminar of tics, stammers, nose-wipes, and crazy half-laughs while spitting out dialogue like, ""Dream...a dream...drugs...yeah, drugs...that SOUND...bells...help!"" As a villainous fellow scientist with a Cheshire Cat smile, Pat Hingle nearly upstages Dillman in the Grand Thespian department by continually addressing everyone in baby-talk, strutting about like a middle-aged peacock and twisting his mouth around in agony. Hope Lange's scientist/love-interest is given the short shrift, but not before she screams at indifferent-lover Dillman: ""What do I have to do, talk Ape Man? Me want You!"" This is one frantic ""Jigsaw""! *1/2 from ****",0
"Having just watched this film again from a 1998 showing off VH-1, I just had to comment.<br /><br />The first time I saw this film on TV, it was about 1981, and I remember taping it off of my mother's betamax. It wound up taping in black and white for some reason, which gave it a period look that I grew to like.<br /><br />I remember very distinctively the film beginning with the song, ""My Bonnie"", as the camera panned over a scene of Liverpool. I also remember the opening scene where Paul gestures to some girls and says, ""Look, talent!"" So it was with great irritation that I popped in my 1998 taped version and ""remembered"" that the film opens with ""She Loves You"", instead of ""My Bonnie"". When you see how slowly the camera pans vs. the speed of the music, you can see that ""She Loves You"" just doesn't fit. Also, in this ""later"" version when Paul sees the girls, he says, ""Look, GIRLS!""..and somehow having remembered the earlier version, THAT word just didn't seem to fit, either. Why they felt they had to Americanize this film for American audiences is beyond me. Personally, if I'm going to watch a film about a British band, I want all of the British colloquialisms and such that would be a part of their speech, mannerisms, etc.<br /><br />Another irritation was how ""choppy"" the editing was for television. Just after Stu gets beaten, for example, the film cuts to a commercial break-LOTS of 'em. Yeah, I know it depends on the network, but it really ruins the effect of a film to have it sliced apart, as we all know. What some people might find as insignificant in terms of dialogue (and thereby okay to edit), may actually go the way of explaining a particular action or scene that follows.<br /><br />My point is, the ""best"" version of this film was probably the earlier version I taped from 1981, which just so happened to include the ""Shake, Rattle & Roll"" scene that my 1998 version didn't. I started to surmise that there had to have been two different versions made for television, and a look at the ""alternate versions"" link regarding this film proved me right. That the American version had some shorter/cut/different scenes and/or dialogue is a huge disappointment to me and something worth mentioning if one cares about such things. Imo, ones best bet is to try and get a hold of the European version of this film, if possible, and (probably even less possible), an unedited version. Sadly, I had to discard my old betamax European version because I didn't know how to convert it.<br /><br />All that aside, I found this film to be, perhaps, one of the best films regarding the story behind the ""birth of the Beatles"". Being well aware that artistic and creative license is often used in movies and TV when portraying events in history, I didn't let any discrepancies mar my enjoyment of the film. Sure, you see the Beatles perform songs at the Cavern that made me wonder, ""Did they even write that back then?? I don't think so"", but, nevertheless, I thought it was a great film and the performances, wonderful.<br /><br />The real stand-out for me, in fact, was the actor who played John, Stephen MacKenna. I just about fell in love with him. His look, mannerisms, personality and speaking voice seemed to be spot-on. He looked enough like a young John for me to do a double-take towards the end of the film when you see the Beatles performing on Ed Sullivan for the first time. I actually found myself questioning whether or not it was actual Beatle footage, until I saw the other actors in the scene.<br /><br />If you're looking for a dead accurate history of The Beatles' life and beginnings, you can't get any better than, ""The Beatles' Anthology"", as it was ""written"" by the boys', themselves. However, if you're looking for a fun snapshot of their pre-Beatlemania days leading up to their arrival in America and you leave your anal critical assessments at the door, you can't go wrong with the ""Birth of the Beatles""--a MUST for any ""real"" or casual Beatle fan.",1
"This is one of the Stooges best shorts. It was the only one of their shorts to be nominated for an oscar. In this short the Stooges play doctors, who cause some trouble as usual. This short has non-stop sight-gags, puns, and jokes. The part at the end, where the Stooges are breaking apart the machine. This is definitely a classic. I would highly recommend this Three Stooges short.",1
"By the time the Hellraiser franchise was reaching it's forth film the premise was wearing a bit thin. Dr. Paul Merchant (Bruce Ramsey) is a scientist in the future, whom while prisoner regales his captor of the story of how his ancestors (all played by Ramsey) had first built the evil Lament Configuration puzzle-box that sets evil upon the world and how his bloodline had subsequent dealing with said box. The film is a awash with lack of continuity in regards to the other films and lack of coherency in this one. Yes, this could be due to a combination of rewrites, massive cuts in the original version of the film, or what have you. But I'm reviewing the film as is, and not what it was or could have been. And as it is now it's a mess. Sure the franchise will go on indefinitely with direct to DVD sequels, but this one was pretty much a death-nail to it's chances of getting a new one released theatrically ever again.<br /><br />My Grade: D-",0
"Great Balls of Fire is the movie you show to someone you really, really hate. It is absolute torture of the highest rank and is probably used by minions of a foreign power to extract info from captured intelligence agents. I've enjoyed some of Dennis Quaid's performances in the past, but he goes totally over the top in this film. He doesn't so much cross the line, he pole vaults over it, then comes back to jump over and over again. He struts and mugs as if on some incredibly bad acid trip. It's one of those rare performances where you wish you could enter the film and beat the man within an inch of his life for doing something so truly awful. Was he desperate to win a Golden Raspberry or some other award for bad acting? That's the only conclusion I can come up with. Thank you Dennis, you gave us a bad performance for the ages. Where was the director to reign in this guy?<br /><br />The opposite end of the extreme is Winona Ryder, she of the plastic features and plastic acting. I came across a review of her acting style that compared her to a wax dummy. That was of course an insult to wax dummies all over the earth, all of whom could have brough more humanity to the role of Jerry's underage cousin/wife. This brings up the film's mixed up message, that being it is 100% okay to marry your own cousin and have a child by the union. I fail to see what is so ""okay"" about that, but it looks as though Hollywood thinks that underage incest is hunky dory. Talk about ""family values.""<br /><br />Another problem is the format. Is it a stright forward re telling of Lewis' life, or is it a musical? I'm not talking about the music, I'm talking about the truly weird scene where Jerry drives up to the school, starts to belt out a tune and everyone starts to dance like it was Broadway musical in search of a Tony. Fantasy and reality are thrown together in a mix that does not work. But who really cares? I don't. And neither should you. You can't get back the minutes of life you would waste on this film. So don't waste your time, it's too precious for something this misguided and poor.",0
"This is truly a documentary of love about a fascinating character, her outlook on life and her extended family. The filmmakers spent three years taping Sister Helen at her halfway house and managed to capture so much wonderful material that you can not help but feel you know Sister Helen and her ""boys."" The house holds 21 recovering addicts each with a story almost as involving as Sister Helen's. The ending scenes are particularly involving and emotional.<br /><br />Sister Helen's story of marriage, addiction and loss reveals a very complex character who's tough love is at all times funny, touching and endearing.<br /><br />The film is a amazing in the way it tells its story in wonderful slice of life sequences which develop into a story that is almost as clear as if each scene were scripted and acted by the best. The honesty (and obvious dishonesty) of the ""clients"" is very involving as you learn of their fears and watch their attempts to grow.<br /><br />You will never forget Sister Helen, Robert, Moe or poor Ashish(spelling?).",1
"As a nice anecdote to one of the above comments: In was in Mumbai about two weeks before the release of this movie, I was approached -being white- to dub some of the lines of this movie in a recording studio.<br /><br />While I speak German as well, i was kindly asked to do all dubbing scenes in English, otherwise it would be too confusing for the Indian audience... So therefore, all Germans in this movie actually speak English! funny enough i did multiple characters, so if you would want to actually spoil some time by watching the movie again, listen carefully; <br /><br />all non-Indian characters are only done by 4 voices! . . . .",0
"As everyone knows, nobody can play Scarlett O'Hara like Vivien Leigh, and nobody can play Rhett Butler like Clark Gable. All others pale in comparison, and Timothy Dalton and Joanne Whalley are no exceptions. One thing that I really couldn't get past was that Joanne has BROWN eyes. The green eyes were the most enhancing feature of Scarlett's good looks, and in this sequel she has been stripped of those.<br /><br />The movie, as well as the book, had several lulls in it. The new characters weren't all that memorable, and I found myself forgetting who was who. I felt as though her going to Ireland did absolutely nothing whatsoever. It could be that I'm only 11, but I saw no change in her attitude until the last say, 10 minutes when Rhett told her she had grown up. If Rhett hadn't told her that, I would have never guessed that there was any change in her attitude. She really loved Cat, her baby. She likes this child best because she had it with Rhett, her only loved husband. Still, if you've read Gone With The Wind, you would see that children make no difference in Scarlett's world. <br /><br />Quite frankly, it seemed to me like there was way too much going on without Rhett. All anybody cares about is whether or not Rhett and Scarlett get back together, and Scarlett took way too long to get to that. It is virtually nothing compared to Gone With The Wind, but then again what isn't? If you have read the novel, you will like that better than the movie.<br /><br />I would watch it, just because it is the sequel to Gone With The Wind, regardless of whether or not it's worthwhile. It may not satisfy you entirely, but it will get you some of the way there.",0
"I for one was very anxious to watch this movie.<br /><br />Though I knew it was going to be another type of movie in the style of Revenge of the Nerds, I was still impressed.<br /><br />There is plenty of truth to the fact of this type of learning and believe very strongly that it should be allowed in a ""new style of schooling"".<br /><br />Conventional teaching methods do not always teach students what they need to know or should know or want to know.<br /><br />This approach to teaching should be further sought out in true academic courses.<br /><br />While there still was too much of the partying scenes, it obviously had to be thrown in there - for Hollywood's sake of making a comedy about college...even though we all know that life isn't really like that by any means.<br /><br />A touch unbelievable, still funny and with a killer ending.<br /><br />Awesome ending. Crucial to the entire story and very surprising.<br /><br />Without the final scene, the movie would have been half as good.<br /><br />I liked this movie and it didn't have to have overly amounts of swearing or nudity or gross out jokes for it to be good.<br /><br />Great crew and cast, story and even the generic typecasting of the obligatory ""Hampton frat members"" was well done.<br /><br />American Pie 1, 2 3 and American Wedding or whatever clones it makes doers not measure up to this by 1/3.<br /><br />Far better than most comedies about first year College with no demeaning stupid jokes to make somebody throw up with.<br /><br />I liked it, even though it was simple...it was interesting and even had heart...my only regret for watching this movie is that it wasn't longer.",1
"Wow. As soon as I saw this movie's cover, I immediately wanted to watch it because it looked so bad. Sometimes I watch Bollywood movies just because they're so bad that it will be entertaining (eg. Koi Mil Gaya). This movie had all the elements of an atrocious film: a ""gang of local thugs"" that is completely harmless, a poorly done motorcycle scene, horrible dialouge (""Congrats son, I am very proud that you are a Bad Boy""), actors playing basketball as if they are good, atrocious songs (""Me bad, me bad, me bad bad boy""), unexplained plot lines like why are the Good Boy and Bad Boy friends??? And why is the hot girl in love with the nerd?? I've never seen such a poorly constructed story with such horrible directly. Some of the scenes actually took 30 seconds long like the one where the Good and Bad Boys inexplicably ran over the ""gang member's"" poker game. Congrats Ashwini Chaudry, you are a Bad Director. If you want to watch a good movie, watch Guru, if you want to watch a movie so bad that it's actually entertaining, then watch Good Boy, Boy.",0
"Rock solid giallo from a master filmmaker of the genre, Sergio Martino. Fashioned from a marvelous screenplay by Ernesto Gestaldi, this shocking mystery often develops fascinating twists until the terrific finale which most might not see coming throughout the film. It's when everything has fallen into place that we can go, ""Ahh.."" The film revolves around the death of a husband(..in an airplane explosion)and the million dollars the wife receives from it. There are those with great interest in that money, one in particular being the dead man's mistress. The wife is Lisa(Ida Galli)and the mistress demanding half the money is Lara(Janine Reynaud). She tells Lisa she knows that the death was arranged by her to get the insurance money. Lara says she'll use her ""lawyer"", Sharif(Luis Barboo)to get that money. So already, the film produces two possible suspects in the later murder of Lisa, who awaiting someone in Tokyo. George Hilton portrays Peter Lynch. Peter works for a company that investigates those who gain inheritance to see if the pay day was gathered under suspicious means. When, on his watch, Lisa is killed by a man dressed from head to toe in black in her hotel room, he is a possible suspect. He decides to do a little investigating himself, while also assisting Inspector Stavros(Luigi Pistilli)and Interpol agent, Benton(Tom Felleghy)on their quest to find a killer. The killer strikes several times eliminating anyone revolving around the missing million dollars confiscated by the one responsible for the murder of Lisa. Soon, the film follows a journalist, Cléo Dupont(the delicious, luscious Anita Strindberg)as she and Peter meet for a dinner where she could try and sniff out anything that might break a story for her. Soon they fall deeply in love, but it seems like anyone who is near Peter is killed. Soon someone attacks Cléo with an intent to kill which pushes the investigation further into uncharted territory. Why would anyone wish to harm a journalist with no real facts to damage the one killing off people.<br /><br />This giallo is quite clever and exciting to follow. The film never lulls which is quite remarkable since so much happens leaving open the question of the identity of the killer. This film follows the path of gialli with knife slashings because of a certain pattern the killer has taken(the throat and lower torso). The film's conclusion wraps up all the complex loose ends and is quite satisfying. The film has some unique camera angles, but delivers the goods in terms of driving the plot and the execution of the mystery.",1
"I was REALLY disappointed with this movie. I had heard some great reviews about it and unfortunately missed seeing it in theaters. As a result of this, I was really excited to see it when it came to DVD. I thought that it was going to be a high-paced horror movie with a lot of scary surprises but instead it was a snail-paced predictable movie. It dragged and dragged without a climax in it and after all the difficulties that those people went through to try and escape, the ending was completely frustrating. I gave this movie two stars for one reason. This is not your typical horror movie with one central bad guy slashing a bunch of people to death. The story makes this movie unique and provides a change for people who watch a lot of horror movies. Even though I don't like this movie, I recommend that all horror fans do see it at least once. You may surprisingly like it. As for this horror fan, all I can say is that I hope there ISN'T a sequel to this forgettable movie.",0
"I'm a 55-year-old fairly jaded gay white man. Since I don't watch TV, I watch at least 250 films a year, most on DVD. I keep notes on all the films I see and rate them. Since December 2003, I have seen only five films as great as EIGHTEEN. So, I've rated EIGHTEEN better than at least 700 other recent films. Mr. Bell is far too modest in his film commentary. EIGHTEEN is a Great Film. And, it also resulted in two ""firsts"" for me.<br /><br />I watched the film, the first time, and I was riveted throughout and weepy during the last half hour, something that's only happened to me three times before. (Five minutes into the film I knew it was going to be very good.) When Jason began reciting Whitman, I lost it, and then... The Kiss. Well, that is one of Film's great kisses, and that scene among Filmdom's most poignant and unforgettable. When Pip blows out the candle at the end and the credits rolled, I clapped. I cheered. I love happy endings. I wept.<br /><br />Then I watched the trailer and the TLA previews and thought, ""Okay, is this $800,000 or so Indie really that Great?"" So, I immediately watched EIGHTEEN again, something that's only happened three times before. And, EIGHTEEN blew my socks off yet again, even more so. Then I watched ""The Making of EIGHTEEN"" documentary and was completely charmed by the cast and Mr. Bell.<br /><br />So, I thought I'd watch EIGHTEEN again with the Director's Commentary. I have never before watched a film three times in one night. After the third time, at 3:00 AM, I knew I had just experienced a Great Film; EIGHTEEN now ranks #10 on my Top Twenty Films of all time. And, in the very small universe of great gay or gay-subtext film, there is Brokeback Mountain, EIGHTEEN, Mulholland Drive, and Maurice.<br /><br />Thank you Mr. Bell! EIGHTEEN is brilliant and fully-realized, with a magnificent cast, a wonderfully moving, understated score, excellent cinematography, an entertaining, touching, totally appropriate and hummable song. I can go on, but I won't gush too much more.<br /><br />This film should have received Oscar nominations, certainly one for Best Picture. The performances, without exception, were all wonderful. Ms. Gill's lovely, sultry voice was a surprising epiphany. And Sir Ian McKellen? 'Nuf said. Awesome.<br /><br />EIGHTEEN is the reason I slog through over 200 mediocre to utterly horrendous films (some in the $150 million plus range) a year, to find that one treasure, that one exquisite, magical, unique and enchanting, perfect ""Faberge egg"" enfolding an unforgettable heart.<br /><br />Finally (I promise), my second ""first"" -- I've never before posted a commentary on any film I've seen.<br /><br />Thank you again, Mr. Richard Bell! Breathtaking genius. Give this man $100 million for his next film! He made $700,000 US into one of the top 50 films of all time. If I had the cash, I'd grant him $75,000 a year living expenses and match any funds raised for his next film. Mr. Bell is already a great director at 31-years old. Can you imagine him at 45-years old?<br /><br />Wise and witty, tender and brutal, poised, poignant, understated yet edgy, chilling and thrilling, mesmerizing, haunting, unforgettable: EIGHTEEN, THE MASTERPIECE.",1
"After an undercover mission in Bucharest to disclose an international gang of weapon dealers, the agent Sonni Griffith (Wesley Snipes) is assigned to protect the Romanian Nadia Kaminski (Silvia Colloca), the widow of an accountant of the Romanian Mafia. However, the CIA safe house is broken in by the criminals, and Sonni realizes that the information was leaked from inside the Agency. Alone, trusting only in his friend Michael Shepard (William Hope), Sonni fights to survive and protect Nadia.<br /><br />The career of Wesley Snipes is downhill. I have just seen this flick, and it is another disappointing movie of this actor, whose career is presently very similar to Steven Segal's one. The movie has many explosions, shots and car chase associated to an awful story and horrible acting. First, the Afro-American Wesley Snipes is chased by the police of Bucharest, but they never find a black American man. I have never been in Romania, but I believe there are not many Afro-Americans in this country. His character does not like to bath, wearing the same clothes along many days. There is no chemistry between Sonni and the sexy Silvia Colloca, but she freely has sex, falls in love for him and shares her fortune with him. The boy that performs Nadia's son is horrible. My vote is four.<br /><br />Title (Brazil): ""O Detonador"" (""The Detonator"")",0
